chr_181	10002	C	0	1386	0
chr_181	10005	W	0	1388	0
chr_181	10006	C	0	1388	0
chr_181	10010	W	1	1388	0.000720461095100865
chr_181	10011	C	1	1388	0.000720461095100865
chr_181	10021	W	0	1388	0
chr_181	10022	C	0	1388	0
chr_181	10033	W	2	1385	0.00144404332129964
chr_181	10034	C	2	1385	0.00144404332129964
chr_181	10041	W	0	1389	0
chr_181	10042	C	0	1389	0
chr_181	10043	W	1	1389	0.000719942404607631
chr_181	10044	C	0	1389	0
chr_181	10055	W	1	1387	0.000720980533525595
chr_181	10056	C	0	1387	0
chr_181	10066	W	0	1385	0
chr_181	10067	C	0	1385	0
chr_181	10070	W	0	1385	0
chr_181	10071	C	0	1385	0
chr_181	10074	W	0	1382	0
chr_181	10075	C	1	1382	0.000723589001447178
chr_181	10087	W	3	1383	0.00216919739696312
chr_181	10088	C	1	1383	0.000723065798987708
chr_181	10097	W	1	1374	0.000727802037845706
chr_181	10098	C	0	1374	0
chr_181	10103	W	2	1373	0.00145666423889294
chr_181	10104	C	2	1373	0.00145666423889294
chr_181	10107	W	0	1376	0
chr_181	10108	C	0	1376	0
chr_181	10120	W	0	1383	0
chr_181	10121	C	0	1383	0
chr_181	10127	W	0	1380	0
chr_181	10128	C	1	1380	0.00072463768115942
chr_181	10137	W	4	1378	0.00290275761973875
chr_181	10138	C	0	1378	0
chr_181	10145	W	90	1378	0.0653120464441219
chr_181	10146	C	72	1378	0.0522496371552975
chr_181	10161	W	0	1383	0
chr_181	10162	C	1	1383	0.000723065798987708
chr_181	10170	W	1	1384	0.000722543352601156
chr_181	10171	C	0	1384	0
chr_181	10179	W	0	1376	0
chr_181	10180	C	0	1376	0
chr_181	10195	W	0	1369	0
chr_181	10196	C	1	1369	0.000730460189919649
chr_181	10197	W	0	1368	0
chr_181	10198	C	0	1368	0
chr_181	10202	W	0	1368	0
chr_181	10203	C	18	1368	0.0131578947368421
chr_181	10205	W	1	1365	0.000732600732600733
chr_181	10206	C	0	1365	0
chr_181	10213	W	0	1362	0
chr_181	10214	C	2	1362	0.00146842878120411
chr_181	10216	W	0	1362	0
chr_181	10217	C	1	1362	0.000734214390602056
chr_181	10218	W	3	1363	0.00220102714600147
chr_181	10219	C	0	1363	0
chr_181	10220	W	1	1360	0.000735294117647059
chr_181	10221	C	0	1360	0
chr_181	10225	W	0	1361	0
chr_181	10226	C	0	1361	0
chr_181	10231	W	2	1362	0.00146842878120411
chr_181	10232	C	0	1362	0
chr_181	10251	W	0	1363	0
chr_181	10252	C	0	1363	0
chr_181	10255	W	0	1362	0
chr_181	10256	C	1	1362	0.000734214390602056
chr_181	10260	W	0	1364	0
chr_181	10261	C	0	1364	0
chr_181	10264	W	0	1358	0
chr_181	10265	C	10	1358	0.00736377025036819
chr_181	1026	W	0	1204	0
chr_181	10270	W	12	1369	0.00876552227903579
chr_181	10271	C	0	1369	0
chr_181	1027	C	1	1204	0.000830564784053156
chr_181	10280	W	0	1360	0
chr_181	10281	C	0	1360	0
chr_181	1028	W	1	1205	0.000829875518672199
chr_181	10294	W	0	1355	0
chr_181	10295	C	1	1355	0.000738007380073801
chr_181	1029	C	2	1205	0.0016597510373444
chr_181	10303	W	0	1356	0
chr_181	10304	C	0	1356	0
chr_181	10305	W	0	1356	0
chr_181	10306	C	0	1356	0
chr_181	10310	W	0	1355	0
chr_181	10311	C	0	1355	0
chr_181	10312	W	1	1356	0.000737463126843658
chr_181	10313	C	0	1356	0
chr_181	10320	W	0	1354	0
